nacchoid,link from,link to,state,Notes
CT054,Meriden Department of Health and Human Services,CT104,CT,
CT058,Milford Health Department,CT098,CT,
CT060,Naugatuck Valley Health District,CT073,CT,
CT060,Naugatuck Valley Health District,CT130,CT,
CT060,Naugatuck Valley Health District,CT079,CT,
CT060,Naugatuck Valley Health District,CT098,CT,
CT060,Naugatuck Valley Health District,CT132,CT,
CT064,New Haven Health Department,CT030,CT,
CT064,New Haven Health Department,CT043,CT,
CT064,New Haven Health Department,CA034,CA,
CT064,New Haven Health Department,CT098,CT,
CT064,New Haven Health Department,NY057,NY,
CT068,Newtown Health District,CT022,CT,
CT068,Newtown Health District,CT060,CT,
CT068,Newtown Health District,CT066,CT,
CT068,Newtown Health District,CT079,CT,
CT068,Newtown Health District,CT132,CT,
CT071,North Central Health District,CT052,CT,
CT073,Norwalk Health Department,CT023,CT,
CT073,Norwalk Health Department,CT060,CT,
CT073,Norwalk Health Department,CT062,CT,
CT073,Norwalk Health Department,CT098,CT,
CT073,Norwalk Health Department,CT111,CT,
CT079,Pomperaug Health District,CT030,CT,
CT079,Pomperaug Health District,CT060,CT,
CT079,Pomperaug Health District,CT064,CT,
CT079,Pomperaug Health District,CT068,CT,
CT082,Quinnipiack Valley Health District,CT030,CT,
CT082,Quinnipiack Valley Health District,CT060,CT,
CT083,Redding Health Department,CT005,CT,
CT083,Redding Health Department,CT063,CT,
CT083,Redding Health Department,CT066,CT,
CT083,Redding Health Department,CT068,CT,
CT083,Redding Health Department,CT084,CT,
CT096,Stamford Health Department,CT038,CT,
CT098,Stratford Health Department,CT009,CT,
CT098,Stratford Health Department,CT134,CT,
CT098,Stratford Health Department,CT030,CT,
CT098,Stratford Health Department,CT033,CT,
CT098,Stratford Health Department,CT058,CT,
CT102,Uncas Health District,CT052,CT,
CT102,Uncas Health District,CT047,CT,
CT102,Uncas Health District,Mohegan Tribal Health Department,CT,tribal not NACCHO
CT102,Uncas Health District,CT060,CT,
CT102,Uncas Health District,CT073,CT,
CT112,Central Connecticut Health District,CT006,CT,
CT112,Central Connecticut Health District,CT034,CT,
CT112,Central Connecticut Health District,CT047,CT,
CT112,Central Connecticut Health District,CT060,CT,
CT112,Central Connecticut Health District,CT073,CT,
CT130,Plainville-Southington Regional Health District,CT054,CT,
CT130,Plainville-Southington Regional Health District,NJ063,NJ,
CT130,Plainville-Southington Regional Health District,CT060,CT,
CT130,Plainville-Southington Regional Health District,CT061,CT,
CT130,Plainville-Southington Regional Health District,CT082,CT,
CT131,Chatham Health District,CT015,CT,
CT131,Chatham Health District,CT075,CT,
CT131,Chatham Health District,CT052,CT,
CT131,Chatham Health District,CT051,CT,
CT131,Chatham Health District,CT057,CT,
CT132,Torrington Area Health District,CT015,CT,
CT132,Torrington Area Health District,CT060,CT,
CT132,Torrington Area Health District,CT061,CT,
CT132,Torrington Area Health District,CT130,CT,
CT133,Monroe Health Department,CT134,CT,
CT133,Monroe Health Department,CT098,CT,
CT134,Trumbull Health Department,CT058,CT,
CT134,Trumbull Health Department,CT059,CT,
CT134,Trumbull Health Department,CT073,CT,
CT134,Trumbull Health Department,CT098,CT,
DE002,"Delaware Department of Health, Northern Health Services",DE003,DE,
FL001,Florida Department of Health in Duval County,FL017,FL,
FL001,Florida Department of Health in Duval County,FL014,Fl,
FL001,Florida Department of Health in Duval County,FL053,FL,
FL001,Florida Department of Health in Duval County,FL057,FL,
FL001,Florida Department of Health in Duval County,FL063,FL,
FL002,Florida Department of Health in Alachua County,FL017,FL,
FL002,Florida Department of Health in Alachua County,FL018,FL,
FL002,Florida Department of Health in Alachua County,FL028,FL,
FL002,Florida Department of Health in Alachua County,FL045,FL,
FL002,Florida Department of Health in Alachua County,FL051,FL,
FL003,Baker County Public Health Department,FL011,FL,
FL003,Baker County Public Health Department,FL013,FL,
FL003,Baker County Public Health Department,FL001,FL,
FL003,Baker County Public Health Department,FL018,FL,
FL003,Baker County Public Health Department,FL044,Fl,
FL004,Bay County Health Department,FL014,FL,
FL004,Bay County Health Department,FL001,FL,
FL004,Bay County Health Department,FL034,FL,
FL004,Bay County Health Department,FL055,FL,
FL004,Bay County Health Department,FL057,FL,
FL005,Bradford County Health Department,FL002,FL,
FL005,Bradford County Health Department,FL013,FL,
FL005,Bradford County Health Department,FL037,FL,
FL005,Bradford County Health Department,FL041,FL,
FL005,Bradford County Health Department,FL062,FL,
FL007,Florida Department of Health in Broward County,FL001,FL,
FL007,Florida Department of Health in Broward County,FL028,FL,
FL007,Florida Department of Health in Broward County,FL014,FL,
FL007,Florida Department of Health in Broward County,FL043,FL,
FL007,Florida Department of Health in Broward County,FL049,FL,
FL009,Charlotte County Health Department,FL015,FL,
FL009,Charlotte County Health Department,FL025,FL,
FL009,Charlotte County Health Department,FL035,FL,
FL009,Charlotte County Health Department,FL055,Fl,
FL010,Citrus County Health Department,FL034,FL,
FL010,Citrus County Health Department,FL041,FL,
FL010,Citrus County Health Department,FL047,FL,
FL010,Citrus County Health Department,FL049,FL,
FL010,Citrus County Health Department,FL051,FL,
FL011,Florida Department of Health in Clay County,FL003,FL,
FL011,Florida Department of Health in Clay County,FL044,FL,
FL011,Florida Department of Health in Clay County,FL057,FL,
FL012,Collier County Health Department,FL015,FL,
FL012,Collier County Health Department,FL001,FL,
FL012,Collier County Health Department,FL030,FL,
FL012,Collier County Health Department,FL035,FL,
FL012,Collier County Health Department,FL055,FL,
FL013,Columbia County Public Health Department,FL002,FL,
FL013,Columbia County Public Health Department,FL005,FL,
FL013,Columbia County Public Health Department,FL037,FL,
FL013,Columbia County Public Health Department,FL060,FL,
FL013,Columbia County Public Health Department,FL061,FL,
FL014,Florida Department of Health in Miami-Dade County,TX171,TX,
FL014,Florida Department of Health in Miami-Dade County,FL028,FL,
FL014,Florida Department of Health in Miami-Dade County,FL047,FL,
FL014,Florida Department of Health in Miami-Dade County,CA045,CA,
FL014,Florida Department of Health in Miami-Dade County,NY029,NY,
FL015,DeSoto County Health Department,FL009,FL,
FL015,DeSoto County Health Department,FL027,FL,
FL015,DeSoto County Health Department,FL045,FL,
FL015,DeSoto County Health Department,FL050,FL,
FL015,DeSoto County Health Department,FL055,FL,
FL017,Florida Department of Health in Escambia County,FL015,FL,
FL017,Florida Department of Health in Escambia County,FL045,FL,
FL017,Florida Department of Health in Escambia County,FL056,FL,
FL017,Florida Department of Health in Escambia County,FL057,FL,
FL017,Florida Department of Health in Escambia County,WA004,WA,
FL019,Franklin County Health Department,FL036,FL,
FL019,Franklin County Health Department,FL045,FL,
FL019,Franklin County Health Department,FL050,FL,
FL020,Gadsden County Health Department,FL022,FL,
FL020,Gadsden County Health Department,FL036,FL,
FL021,Gilchrist County Health Department,FL002,FL,
FL021,Gilchrist County Health Department,FL013,FL,
FL021,Gilchrist County Health Department,FL045,FL,
FL021,Gilchrist County Health Department,FL053,FL,
FL021,Gilchrist County Health Department,FL061,FL,
FL022,Gulf County Health Department,FL001,FL,
FL022,Gulf County Health Department,FL026,FL,
FL022,Gulf County Health Department,FL036,FL,
FL022,Gulf County Health Department,FL045,FL,
FL022,Gulf County Health Department,FL050,FL,
FL023,Hamilton County Health Department,FL002,FL,
FL023,Hamilton County Health Department,FL005,FL,
FL023,Hamilton County Health Department,FL037,FL,
FL023,Hamilton County Health Department,FL060,FL,
FL023,Hamilton County Health Department,FL061,FL,
FL024,Hardee County Health Department,FL051,FL,
FL024,Hardee County Health Department,FL028,FL,
FL024,Hardee County Health Department,FL047,FL,
FL024,Hardee County Health Department,FL050,FL,
FL025,Hendry County Health Department,FL009,FL,
FL025,Hendry County Health Department,FL012,FL,
FL025,Hendry County Health Department,FL015,FL,
FL025,Hendry County Health Department,FL035,Fl,
FL025,Hendry County Health Department,FL040,FL,
FL026,Hernando County Health Department,FL022,FL,
FL026,Hernando County Health Department,FL028,FL,
FL026,Hernando County Health Department,FL045,FL,
FL026,Hernando County Health Department,FL050,FL,
FL026,Hernando County Health Department,FL051,FL,
FL027,Highlands County Health Department,FL009,FL,
FL027,Highlands County Health Department,FL015,Fl,
FL027,Highlands County Health Department,FL045,FL,
FL027,Highlands County Health Department,FL050,FL,
FL027,Highlands County Health Department,FL055,FL,
FL028,Hillsborough County Health Department,FL051,FL,
FL028,Hillsborough County Health Department,FL014,FL,
FL028,Hillsborough County Health Department,FL045,FL,
FL028,Hillsborough County Health Department,FL047,FL,
FL028,Hillsborough County Health Department,FL050,FL,
FL029,Holmes County Health Department,FL022,FL,
FL029,Holmes County Health Department,FL045,FL,
FL029,Holmes County Health Department,FL054,FL,
FL029,Holmes County Health Department,FL065,FL,
FL030,Indian River County Health Department,FL006,FL,
FL030,Indian River County Health Department,FL042,FL,
FL030,Indian River County Health Department,FL046,FL,
FL030,Indian River County Health Department,FL058,FL,
FL032,Jefferson County Health Department,FL019,FL,
FL032,Jefferson County Health Department,FL020,FL,
FL032,Jefferson County Health Department,FL036,FL,
FL032,Jefferson County Health Department,FL061,FL,
FL033,Lafayette County Health Department,FL002,FL,
FL033,Lafayette County Health Department,FL005,FL,
FL033,Lafayette County Health Department,FL023,FL,
FL033,Lafayette County Health Department,FL041,FL,
FL033,Lafayette County Health Department,FL013,FL,
FL034,Florida Department of Health in Lake County,FL047,FL,
FL034,Florida Department of Health in Lake County,FL002,FL,
FL034,Florida Department of Health in Lake County,FL010,FL,
FL034,Florida Department of Health in Lake County,FL048,FL,
FL034,Florida Department of Health in Lake County,FL050,FL,
FL035,Lee County Health Department,FL001,FL,
FL035,Lee County Health Department,FL012,FL,
FL035,Lee County Health Department,FL025,FL,
FL035,Lee County Health Department,FL046,FL,
FL035,Lee County Health Department,FL055,FL,
FL036,Leon County Health Department,FL001,FL,
FL036,Leon County Health Department,FL020,FL,
FL036,Leon County Health Department,FL019,FL,
FL036,Leon County Health Department,FL022,,
FL036,Leon County Health Department,FL045,FL,
FL036,Leon County Health Department,FL061,FL,
FL036,Leon County Health Department,FL064,FL,
FL037,Levy County Health Department,FL002,FL,
FL037,Levy County Health Department,FL013,FL,
FL037,Levy County Health Department,FL026,FL,
FL037,Levy County Health Department,FL041,FL,
FL037,Levy County Health Department,FL061,FL,
FL039,Madison County Health Department,FL019,FL,
FL039,Madison County Health Department,FL020,FL,
FL039,Madison County Health Department,FL036,FL,
FL039,Madison County Health Department,FL061,FL,
FL040,Manatee County Health Department,FL015,FL,
FL040,Manatee County Health Department,FL030,FL,
FL040,Manatee County Health Department,FL047,FL,
FL040,Manatee County Health Department,FL055,FL,
FL040,Manatee County Health Department,FL057,FL,
FL041,Florida Department of Health in Marion County,KY133,KY,
FL041,Florida Department of Health in Marion County,FL047,FL,
FL041,Florida Department of Health in Marion County,FL050,FL,
FL041,Florida Department of Health in Marion County,FL064,FL,
FL042,Florida Department of Health-Martin County,FL030,FL,
FL042,Florida Department of Health-Martin County,FL046,FL,
FL042,Florida Department of Health-Martin County,FL047,FL,
FL042,Florida Department of Health-Martin County,FL051,FL,
FL042,Florida Department of Health-Martin County,FL058,FL,
FL043,Monroe County Health Department,FL007,FL,
FL043,Monroe County Health Department,FL034,FL,
FL043,Monroe County Health Department,FL036,FL,
FL043,Monroe County Health Department,FL014,FL,
FL043,Monroe County Health Department,FL049,FL,
FL044,Nassau County Health Department,FL003,FL,
FL044,Nassau County Health Department,FL011,FL,
FL044,Nassau County Health Department,FL001,FL,
FL044,Nassau County Health Department,FL018,FL,
FL044,Nassau County Health Department,FL057,FL,
FL045,Okaloosa County Health Department,FL015,FL,
FL045,Okaloosa County Health Department,FL017,FL,
FL045,Okaloosa County Health Department,FL022,FL,
FL045,Okaloosa County Health Department,FL047,FL,
FL045,Okaloosa County Health Department,FL050,FL,
FL046,Florida Department of Health in Okeechobee County,FL009,FL,
FL046,Florida Department of Health in Okeechobee County,FL015,FL,
FL046,Florida Department of Health in Okeechobee County,FL027,FL,
FL046,Florida Department of Health in Okeechobee County,FL041,FL,
FL046,Florida Department of Health in Okeechobee County,FL042,FL,
FL046,Florida Department of Health in Okeechobee County,FL058,FL,
FL049,Palm Beach County Health Department,FL063,FL,
FL049,Palm Beach County Health Department,FL001,FL,
FL049,Palm Beach County Health Department,FL036,FL,
FL049,Palm Beach County Health Department,FL014,FL,
FL049,Palm Beach County Health Department,FL047,FL,
FL050,Pasco County Health Department,FL002,FL,
FL050,Pasco County Health Department,FL045,FL,
FL050,Pasco County Health Department,FL047,FL,
FL050,Pasco County Health Department,FL063,FL,
FL051,Florida Department of Health in Pinellas County,DOH County Health Services Deputy Secretary,FL,"This is an office in the SHD, remove"
FL051,Florida Department of Health in Pinellas County,FL028,FL,
FL051,Florida Department of Health in Pinellas County,FL014,FL,
FL051,Florida Department of Health in Pinellas County,FL047,FL,
FL051,Florida Department of Health in Pinellas County,FL050,FL,
FL052,Florida Department of Health in Polk County,FL028,FL,
FL052,Florida Department of Health in Polk County,FL040,FL,
FL052,Florida Department of Health in Polk County,FL047,FL,
FL052,Florida Department of Health in Polk County,FL051,FL,
FL053,Putnam County Health Department,FL014,FL,
FL053,Putnam County Health Department,FL003,FL,
FL053,Putnam County Health Department,FL005,FL,
FL053,Putnam County Health Department,FL041,FL,
FL053,Putnam County Health Department,FL050,FL,
FL055,Department of Health - Sarasota,FL035,FL,
FL055,Department of Health - Sarasota,FL012,FL,
FL055,Department of Health - Sarasota,FL047,FL,
FL055,Department of Health - Sarasota,FL048,FL,
